Date (WET),Derated Margin,Derated Margin (HR M-2),Derated Margin (HR M-4),Derated Margin (HR M-8),Derated Margin (Noon 0),Derated Margin (Noon 1),System Sell Price (SSP),System Buy Price (SBP),STOR Window,LOLP (Noon 0),LOLP (Noon 1),LOLP (HR M-8),LOLP (HR M-4),LOLP (HR M-2),LOLP (Loss of Load Probability),NIV (Net Imbalance Volume),Non-BM STOR Generation
,MW,MW,MW,MW,MW,MW,GBP/MWh,GBP/MWh,,%,%,%,%,%,%,MW,MW
[14/04/2016 00:00],7356.44,7475.71,7684.89,7820.93,7430.46,7238.94,29.91,29.91,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-284.54,0.34
[15/04/2016 00:00],7179.49,7401.99,7766.22,8409.82,7885.44,8956.75,69.61,69.62,0.40,0.00,0.00,0.00,0.00,0.00,0.00,323.52,37.30
[16/04/2016 00:00],9090.89,9228.52,9510.04,10251.40,10417.89,10037.92,33.49,33.49,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-276.38,16.64
[17/04/2016 00:00],10463.12,10525.79,10754.68,11186.26,11151.51,10320.23,32.03,32.03,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-603.56,0.00
[18/04/2016 00:00],9577.32,9597.15,9678.90,9859.79,9849.52,9526.63,33.16,33.16,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-96.98,0.00
[19/04/2016 00:00],7266.79,7320.75,7408.03,7606.71,6569.91,5877.36,40.30,40.31,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-793.66,0.00
[20/04/2016 00:00],8894.76,8971.05,9187.50,9653.70,9247.55,8537.79,23.06,23.06,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-909.76,0.00
[21/04/2016 00:00],8023.71,8107.49,8229.26,8280.33,9134.97,9034.34,28.54,28.55,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-607.84,0.00
[22/04/2016 00:00],7319.51,7455.14,7541.52,7682.46,7591.81,7787.29,58.28,58.29,0.40,0.00,0.00,0.00,0.00,0.00,0.00,82.78,79.52
[23/04/2016 00:00],10722.60,10806.01,11039.82,11548.12,11089.28,11410.42,29.37,29.37,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-399.30,0.00
[24/04/2016 00:00],9262.00,9269.13,9490.24,10084.62,10042.92,8780.29,37.91,37.92,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-47.60,32.88
[25/04/2016 00:00],9839.61,9968.30,10210.20,10705.79,10351.83,10361.51,50.06,50.07,0.49,0.00,0.00,0.00,0.00,0.00,0.00,127.48,60.68
[26/04/2016 00:00],11155.16,11354.74,11833.74,12488.91,12619.52,12807.63,37.05,37.06,0.49,0.00,0.00,0.00,0.00,0.00,0.00,37.04,0.00
[27/04/2016 00:00],8899.66,9005.97,9199.30,9432.59,8339.08,6944.00,38.47,38.47,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-12.88,0.00
[28/04/2016 00:00],8956.70,9090.26,9253.49,9634.75,8850.06,8363.38,41.47,41.47,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-29.32,15.88
[29/04/2016 00:00],11964.47,12062.42,12335.33,12765.89,12676.22,12796.63,40.26,40.26,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-170.82,48.80
[30/04/2016 00:00],9147.01,9150.63,9409.19,10154.30,9418.45,9613.40,50.84,50.84,0.49,0.00,0.00,0.00,0.00,0.00,0.00,90.22,0.00
[01/05/2016 00:00],11547.53,11624.40,11763.34,11941.00,11541.55,11023.62,27.03,27.03,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-573.16,0.00
[02/05/2016 00:00],13718.39,13752.91,13846.63,14189.96,13011.21,11548.44,31.78,31.78,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-92.16,5.14
[03/05/2016 00:00],9740.02,9760.18,9890.99,10501.63,9311.61,7571.60,29.06,29.06,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-576.02,6.72
[04/05/2016 00:00],8968.87,9203.68,9639.05,10467.59,9494.37,9576.15,23.20,23.20,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-718.16,0.00
[05/05/2016 00:00],9089.73,9118.47,9107.05,9429.07,8820.61,8306.81,24.69,24.69,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-735.54,0.00
[06/05/2016 00:00],7321.41,7463.47,7623.75,7721.94,6046.01,4868.26,27.25,27.25,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-433.56,8.64
[07/05/2016 00:00],9180.80,9309.34,9673.32,10355.72,9991.16,9597.66,34.22,34.22,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-254.90,36.76
[08/05/2016 00:00],11280.50,11364.66,11572.69,12239.88,11942.59,11118.53,26.21,26.21,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-463.36,28.64
[09/05/2016 00:00],8421.11,8539.22,9107.15,9849.07,8885.04,8184.27,51.27,51.27,0.49,0.00,0.00,0.00,0.00,0.00,0.00,5.26,56.64
[10/05/2016 00:00],8343.98,8403.84,8688.70,8776.08,8351.01,7052.32,61.91,61.91,0.49,0.00,0.00,0.00,0.00,0.00,0.00,67.12,8.60
[11/05/2016 00:00],8924.65,9007.39,9150.59,9766.98,10447.34,11492.57,60.05,60.05,0.49,0.00,0.00,0.00,0.00,0.00,0.00,102.84,50.84
[12/05/2016 00:00],9598.28,9637.09,9854.96,10288.50,9502.73,10899.33,24.86,24.86,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-672.92,0.00
[13/05/2016 00:00],9356.81,9519.85,9805.09,10483.62,8930.60,9126.27,23.66,23.66,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-669.52,0.00
[14/05/2016 00:00],10002.29,10067.16,10267.56,10781.57,10894.57,10819.53,18.82,18.82,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-961.82,0.00
[15/05/2016 00:00],9793.62,9949.58,10169.71,10319.32,9173.91,7453.11,22.63,22.63,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-1112.40,0.00
[16/05/2016 00:00],9564.57,9753.51,10039.18,10207.92,8221.84,5962.98,22.51,22.51,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-1175.36,0.00
[17/05/2016 00:00],9553.70,9723.73,10001.89,10213.06,8917.32,8928.08,21.87,21.87,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-873.38,4.96
[18/05/2016 00:00],8058.30,8205.91,8316.66,8656.27,8346.70,9120.74,22.95,22.95,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-483.50,0.00
[19/05/2016 00:00],8792.81,8959.65,9193.81,9899.05,8680.48,8360.47,26.92,26.92,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-480.84,0.00
[20/05/2016 00:00],11546.00,11691.63,12048.70,12346.89,11690.13,11322.52,25.49,25.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-417.28,0.10
[21/05/2016 00:00],11975.05,11992.34,12134.73,12440.92,11494.83,11574.81,28.86,28.86,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-35.92,9.72
[22/05/2016 00:00],9926.13,9981.09,10014.70,10266.21,9134.43,7871.97,37.01,37.01,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-159.10,0.00
[23/05/2016 00:00],8935.21,9129.62,9369.25,9741.63,8515.89,7054.23,24.90,24.90,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-651.70,0.00
[24/05/2016 00:00],10104.64,10221.24,10376.25,10569.93,8980.35,8288.74,24.04,24.04,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-1015.50,0.00
[25/05/2016 00:00],8570.51,8842.09,9195.96,9520.56,8533.16,8033.70,36.10,36.10,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-388.42,38.02
[26/05/2016 00:00],9907.18,10002.44,10120.96,10419.57,9381.79,8792.41,31.96,31.96,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-526.46,0.00
[27/05/2016 00:00],11158.99,11211.24,11209.12,11161.76,9284.81,8832.47,29.19,29.19,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-605.58,0.00
[28/05/2016 00:00],11391.47,11549.84,11724.09,12065.38,11032.49,10555.84,29.96,29.96,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-513.40,0.00
[29/05/2016 00:00],12820.70,12919.75,13116.41,13630.06,12456.43,11023.17,22.53,22.53,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-697.68,0.00
[30/05/2016 00:00],13040.46,13089.25,13273.16,13831.70,12704.08,11107.82,27.07,27.07,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-328.90,0.00
[31/05/2016 00:00],12561.05,12747.71,13052.82,13754.90,12495.85,10840.40,35.49,35.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-263.76,0.00
[01/06/2016 00:00],12365.93,12498.54,12704.42,12932.18,11288.81,11038.76,40.28,40.28,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-55.16,7.02
[02/06/2016 00:00],13183.28,13350.20,13546.37,13838.85,12580.11,11636.63,23.01,23.01,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-536.68,0.00
[03/06/2016 00:00],10515.34,10658.92,10945.77,11400.62,10424.77,9954.79,37.34,37.34,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-215.20,0.00
[04/06/2016 00:00],11107.51,11268.93,11757.15,12658.09,11365.66,11435.33,39.65,39.65,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-30.72,40.96
[05/06/2016 00:00],12324.59,12388.18,12500.90,13080.60,12983.09,11387.07,41.24,41.24,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-41.72,60.76
[06/06/2016 00:00],9417.24,9615.66,9922.93,10242.05,9186.20,7847.50,32.40,32.40,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-377.36,15.38
[07/06/2016 00:00],9188.97,9258.74,9395.48,9549.43,7678.87,6146.73,49.70,49.70,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-206.82,10.00
[08/06/2016 00:00],8537.71,8714.59,9111.01,9447.89,8708.06,8113.06,33.12,33.11,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-340.64,0.14
[09/06/2016 00:00],8550.12,8662.39,8865.57,9056.02,7606.89,6981.55,44.66,44.66,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-483.60,21.10
[10/06/2016 00:00],7898.25,8006.32,8363.67,8490.45,7336.75,6095.33,47.05,47.04,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-134.10,6.04
[11/06/2016 00:00],9907.92,9973.87,10023.36,10377.76,9085.02,7968.23,51.96,51.96,0.49,0.00,0.00,0.00,0.00,0.00,0.00,128.48,37.10
[12/06/2016 00:00],11058.35,11166.97,11345.78,11380.78,9344.68,7429.88,52.80,52.79,0.30,0.00,0.00,0.00,0.00,0.00,0.00,32.26,36.84
[13/06/2016 00:00],9018.06,9254.41,9543.84,9918.96,8355.18,6970.80,44.54,44.53,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-152.04,86.06
[14/06/2016 00:00],9820.09,9998.46,10272.18,10549.64,9392.15,8282.52,32.03,32.02,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-498.64,0.00
[15/06/2016 00:00],9466.03,9697.75,9920.41,10227.98,8823.10,8653.29,30.05,30.05,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-421.34,9.42
[16/06/2016 00:00],8948.90,9072.06,9402.02,9746.47,8605.89,9016.75,42.31,42.30,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-258.40,21.22
[17/06/2016 00:00],8983.24,9231.21,9567.32,10040.66,8604.82,9321.35,32.82,32.82,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-400.82,48.14
[18/06/2016 00:00],9603.67,9810.58,10363.41,10974.93,9291.57,8486.13,38.82,38.81,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-195.78,9.84
[19/06/2016 00:00],10639.39,10690.53,10779.68,11061.74,10468.34,9399.62,31.43,31.42,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-266.88,0.00
[20/06/2016 00:00],10020.92,10236.46,10397.07,10757.10,9589.36,9607.24,43.50,43.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-305.80,51.04
[21/06/2016 00:00],9041.68,9132.69,9270.50,9567.72,8396.92,8207.81,30.50,30.50,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-520.92,0.00
[22/06/2016 00:00],8820.54,8919.99,9049.58,9192.88,8030.80,6991.93,42.98,42.97,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-252.12,18.10
[23/06/2016 00:00],7879.67,8097.09,8399.86,8556.00,7525.49,6059.43,50.45,50.45,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-152.10,63.84
[24/06/2016 00:00],8638.32,8674.98,8895.60,9252.88,7886.20,7315.62,31.28,31.28,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-374.32,0.00
[25/06/2016 00:00],8781.34,8852.68,8930.55,9297.80,9379.08,9011.97,32.56,32.56,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-210.12,18.34
[26/06/2016 00:00],10323.92,10480.54,10828.34,11227.32,9897.59,8451.74,48.00,47.99,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-100.54,13.42
[27/06/2016 00:00],9893.91,9988.92,10142.05,10617.59,9362.13,8651.01,38.46,38.46,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-324.94,0.00
[28/06/2016 00:00],8289.62,8355.82,8393.47,8257.82,7026.27,4806.84,34.81,34.81,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-479.78,0.00
[29/06/2016 00:00],9457.09,9559.25,9631.63,9739.63,8161.51,6017.24,41.03,41.02,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-200.32,29.54
[30/06/2016 00:00],8764.44,8929.33,9035.95,9084.31,8808.83,7797.19,36.11,36.11,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-301.82,11.46
[01/07/2016 00:00],10166.02,10315.94,10527.30,10653.43,10025.03,10170.15,38.33,38.33,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-426.38,21.34
[02/07/2016 00:00],14020.64,14069.61,14468.63,15616.79,14588.46,13673.05,26.40,26.40,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-565.04,32.96
[03/07/2016 00:00],11265.56,11247.31,11451.94,12326.01,12047.69,10532.76,47.70,47.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-147.28,41.72
[04/07/2016 00:00],7403.27,7533.59,7780.10,8031.84,6982.93,5454.46,39.08,39.08,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-390.16,32.88
[05/07/2016 00:00],10570.60,10710.79,11019.82,11287.59,9618.76,7837.04,28.77,28.77,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-668.70,0.06
[06/07/2016 00:00],9066.53,9134.95,9137.65,9345.60,8174.64,6755.78,27.71,27.71,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-877.94,24.44
[07/07/2016 00:00],9017.35,9138.59,9195.77,9517.23,8216.57,7832.39,35.66,35.66,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-281.54,16.88
[08/07/2016 00:00],10519.97,10604.81,10601.17,10879.01,9588.81,8310.19,31.28,31.28,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-504.72,0.00
[09/07/2016 00:00],10398.87,10433.86,10513.35,10842.85,10452.31,10034.05,42.50,42.50,0.49,0.00,0.00,0.00,0.00,0.00,0.00,64.22,0.00
[10/07/2016 00:00],12342.59,12323.00,12603.08,13276.15,12825.40,11401.62,33.17,33.17,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-219.70,0.00
[11/07/2016 00:00],11307.88,11498.25,12006.36,12696.04,11331.15,9547.11,28.44,28.44,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-534.42,34.84
[12/07/2016 00:00],8946.27,9126.18,9443.17,9902.42,8544.35,8130.72,32.13,32.13,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-304.48,52.88
[13/07/2016 00:00],9170.14,9245.44,9364.91,9821.42,8630.13,7825.37,28.15,28.15,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-516.76,0.00
[14/07/2016 00:00],9383.50,9490.31,9800.33,10337.29,8346.43,6697.67,33.39,33.39,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-296.04,19.76
[15/07/2016 00:00],9333.58,9308.39,9288.57,9495.56,9017.99,8140.53,33.05,33.05,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-459.56,0.00
[16/07/2016 00:00],11525.81,11666.41,11795.92,12162.19,11191.42,10668.26,22.14,22.14,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-502.10,40.30
[17/07/2016 00:00],10055.97,10099.56,10376.94,11370.37,10936.67,9310.21,37.85,37.85,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-102.70,41.50
[18/07/2016 00:00],6943.15,6945.40,7002.10,7524.52,6959.89,6576.51,48.16,48.16,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-149.76,21.72
[19/07/2016 00:00],6774.17,6885.52,6978.90,7387.50,6273.60,5685.50,66.26,66.26,0.49,0.00,0.00,0.00,0.00,0.00,0.00,238.32,17.18
[20/07/2016 00:00],8695.89,8914.50,9224.93,9414.58,8492.84,8763.55,58.62,58.62,0.49,0.00,0.00,0.00,0.00,0.00,0.00,74.26,36.76
[21/07/2016 00:00],9526.00,9710.86,9968.02,10223.87,8392.48,6375.26,32.55,32.55,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-566.58,11.00
[22/07/2016 00:00],9092.05,9257.57,9688.03,10542.99,9235.66,8545.53,34.65,34.65,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-211.70,29.44
[23/07/2016 00:00],11257.78,11349.23,11523.74,11752.48,10030.67,9382.30,40.19,40.19,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-240.48,12.02
[24/07/2016 00:00],10451.66,10465.44,10508.05,10749.01,10231.28,8737.58,44.69,44.69,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-24.16,8.18
[25/07/2016 00:00],10502.91,10495.63,10372.39,10430.66,8945.28,8044.95,29.43,29.43,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-773.24,0.00
[26/07/2016 00:00],9086.91,9219.04,9363.41,9670.03,7704.42,7156.03,29.81,29.81,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-539.32,3.64
[27/07/2016 00:00],10113.72,10085.89,10069.64,10048.29,8487.90,8201.53,30.26,30.26,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-906.86,0.00
[28/07/2016 00:00],8681.73,8769.24,8837.58,8900.93,6930.70,5828.78,27.54,27.54,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-726.42,0.00
[29/07/2016 00:00],9294.10,9466.98,9757.85,10219.45,9256.19,8615.47,37.56,37.56,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-257.64,32.96
[30/07/2016 00:00],12815.32,12776.59,12834.13,13224.27,11725.66,10630.25,23.24,23.24,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-859.06,0.00
[31/07/2016 00:00],12054.88,11925.96,11769.09,11369.41,12528.13,10637.13,23.28,23.28,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-648.02,0.00
[01/08/2016 00:00],7750.00,7859.06,7838.63,7883.79,6133.73,4480.53,36.14,36.14,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-411.54,0.00
[02/08/2016 00:00],8638.82,8748.82,8849.86,9005.48,7574.78,6107.67,28.03,28.03,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-561.18,2.46
[03/08/2016 00:00],11431.36,11595.27,11916.61,12616.78,11255.65,11159.80,28.72,28.72,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-712.70,15.46
[04/08/2016 00:00],11695.61,11751.30,11933.83,12496.99,10847.20,8839.14,30.51,30.51,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-555.12,23.42
[05/08/2016 00:00],8625.96,8647.55,8550.82,8853.80,7446.84,6147.38,27.45,27.45,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-763.26,0.30
[06/08/2016 00:00],11397.37,11515.90,11714.78,12323.39,11797.28,12112.97,23.31,23.31,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-988.86,0.00
[07/08/2016 00:00],14515.07,14357.34,14526.30,15217.08,15332.78,14236.80,2.96,2.96,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-1083.50,0.00
[08/08/2016 00:00],13632.47,13723.07,14011.60,14575.77,13867.34,11863.37,21.48,21.48,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-783.46,0.00
[09/08/2016 00:00],10896.70,11050.31,11298.99,12043.74,10631.47,9598.96,23.93,23.93,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-914.04,0.00
[10/08/2016 00:00],8787.74,8943.12,9101.95,9493.12,8493.86,6828.31,35.00,35.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-387.74,0.00
[11/08/2016 00:00],12279.16,12354.20,12480.13,12728.60,11987.89,9834.00,31.72,31.72,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-449.76,14.80
[12/08/2016 00:00],13176.27,13204.64,13386.48,13954.44,12911.24,12758.59,36.12,36.12,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-193.64,0.00
[13/08/2016 00:00],12148.74,12269.45,12548.63,13355.40,12534.38,11912.74,39.70,39.70,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-327.72,47.14
[14/08/2016 00:00],10211.10,10329.61,10492.75,11075.10,9862.47,7352.15,42.46,42.46,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-138.24,46.46
[15/08/2016 00:00],7638.50,7713.54,7957.94,8638.19,7775.09,6942.73,36.03,36.03,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-609.62,11.14
[16/08/2016 00:00],8726.48,8849.37,9167.14,9586.22,8273.33,8050.46,34.92,34.92,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-347.76,13.42
[17/08/2016 00:00],7820.78,7880.00,8043.94,8542.35,8306.37,7886.82,39.11,39.11,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-220.74,0.06
[18/08/2016 00:00],7952.10,8050.76,8090.62,8188.44,7235.17,6225.86,28.00,28.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-443.58,0.00
[19/08/2016 00:00],10369.19,10560.18,10689.70,10987.47,9620.01,8474.99,43.80,43.80,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-139.36,33.06
[20/08/2016 00:00],12994.92,12991.50,13217.12,14302.07,13628.96,12592.34,24.39,24.39,0.49,0.00,0.00,0.00,0.00,0.00,0.00,-465.26,56.22
[21/08/2016 00:00],12483.68,12519.41,12735.28,13798.75,13006.93,10994.32,30.92,30.92,0.30,0.00,0.00,0.00,0.00,0.00,0.00,-212.92,74.22
[22/08/2016 00:00],9234.01,9300.81,9288.83,9579.68,8181.90,6088.08,32.23,32.23,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-630.32,0.00
[23/08/2016 00:00],8115.74,8210.86,8288.77,8430.93,7748.16,7317.57,38.12,38.12,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-239.86,61.64
[24/08/2016 00:00],7168.23,7308.30,7468.67,7827.11,7258.43,6996.93,59.13,59.13,0.51,0.00,0.00,0.00,0.00,0.00,0.00,205.16,69.60
[25/08/2016 00:00],6727.14,6781.73,6761.86,7041.48,6536.52,6154.98,65.10,65.10,0.51,0.00,0.00,0.00,0.00,0.00,0.00,199.86,27.44
[26/08/2016 00:00],9810.68,9930.01,10242.11,10856.54,9403.92,9332.74,29.08,29.08,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-717.70,2.26
[27/08/2016 00:00],10448.86,10559.95,10759.32,10986.66,9975.72,8576.22,28.38,28.38,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-501.50,31.38
[28/08/2016 00:00],10406.14,10432.06,10502.69,10905.54,10616.42,9686.09,30.67,30.66,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-324.42,0.00
[29/08/2016 00:00],9396.51,9459.92,9578.30,9775.44,9701.35,8937.57,23.45,23.44,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-1006.62,0.00
[30/08/2016 00:00],9642.83,9741.27,9790.49,9752.04,9587.33,9759.57,25.33,25.33,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-559.60,0.00
[31/08/2016 00:00],10636.89,10772.35,10883.12,11140.36,10603.59,10808.58,34.51,34.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-418.56,0.00
[01/09/2016 00:00],9505.45,9604.37,9784.65,9827.50,10099.70,9895.45,20.86,20.85,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-803.40,0.00
[02/09/2016 00:00],8338.46,8393.89,8499.47,8647.70,8723.65,8260.53,33.76,33.76,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-309.82,14.76
[03/09/2016 00:00],10642.84,10776.46,10927.98,11327.03,10529.88,10388.51,46.38,46.38,0.51,0.00,0.00,0.00,0.00,0.00,0.00,166.22,3.18
[04/09/2016 00:00],10998.83,11068.34,11303.56,12092.10,11712.81,10817.66,37.49,37.48,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-138.62,42.22
[05/09/2016 00:00],7606.53,7693.06,7744.09,7979.97,7529.97,6743.07,57.77,57.77,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-119.18,9.80
[06/09/2016 00:00],7802.28,7872.82,7779.01,7778.29,6724.14,5648.82,57.31,57.30,0.51,0.00,0.00,0.00,0.00,0.00,0.00,2.86,53.30
[07/09/2016 00:00],7508.29,7580.87,7499.54,7577.10,6064.00,5019.47,79.52,79.52,0.51,0.00,0.00,0.00,0.00,0.00,0.00,137.74,49.02
[08/09/2016 00:00],10060.09,10116.32,10377.36,11239.50,10596.29,10260.94,24.41,24.40,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-799.04,0.00
[09/09/2016 00:00],8750.00,8763.79,8780.03,9104.56,8604.59,10943.90,28.05,28.05,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-428.44,25.18
[10/09/2016 00:00],8038.38,8151.48,8493.31,9040.01,7975.46,7708.93,38.56,38.56,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-123.00,20.18
[11/09/2016 00:00],11204.53,11160.44,11186.06,11541.40,10696.55,9480.23,11.18,11.18,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-981.02,45.26
[12/09/2016 00:00],8345.41,9744.55,9325.48,8588.97,8133.04,7002.07,41.43,41.43,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-185.74,116.22
[13/09/2016 00:00],7207.49,5026.03,5501.55,5622.80,10292.38,6032.32,105.17,105.17,0.51,0.00,0.00,0.00,0.00,0.00,0.00,362.80,233.72
[14/09/2016 00:00],7187.72,7329.96,7491.47,7905.53,3425.33,13861.21,40.37,40.37,0.51,0.00,0.00,0.00,0.00,0.00,0.01,-672.50,60.42
[15/09/2016 00:00],8081.47,8142.27,8150.69,8402.49,6537.27,1172.24,57.97,57.97,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-557.94,3.56
[16/09/2016 00:00],9405.89,9560.63,9685.21,9999.10,8786.06,8650.32,29.63,29.62,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-531.36,0.00
[17/09/2016 00:00],9341.69,9401.70,9518.39,9892.60,8554.33,7232.58,24.04,24.04,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-510.82,0.00
[18/09/2016 00:00],10111.86,10123.60,10157.25,10282.44,8709.14,6115.17,25.19,25.19,0.25,0.00,0.00,0.00,0.00,0.00,0.00,-541.34,0.00
